CO2 sequestration by tech,,,,,,,,,,,,,,,,,,,
scenario,region,sector,technology,subsector,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2065,2080,2095,Units
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",AR,biomass liquids,FT biofuels CCS level 1,biomass liquids,0,0,0,0,0,0,0,0.125992,0.461507,0.46357128,0.5733139,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",AR,biomass liquids,FT biofuels CCS level 2,biomass liquids,0,0,0,0,0,0,0,0.16212,0.620425,0.62329197,0.76036607,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",AR,biomass liquids,cellulosic ethanol CCS level 1,biomass liquids,0,0,0,0,0,0,0,0.0493935,0.1405052,0.140835258,0.15328531,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",AR,biomass liquids,cellulosic ethanol CCS level 2,biomass liquids,0,0,0,0,0,0,0,0.44481,1.684063,1.69145739,2.02436745,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",AR,cement,cement CCS,cement,0,0,0,0,0,0.0312781,0.0487419,0.0593751,0.0649175,0.06792,0.0719566,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",AR,coal to liquids,coal to liquids CCS level 1,coal to liquids,0,0,0,0,0,0,0,3.05E-06,8.59E-06,8.63E-06,3.35E-05,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",AR,coal to liquids,coal to liquids CCS level 2,coal to liquids,0,0,0,0,0,0,0,3.76E-06,1.14E-05,1.15E-05,4.56E-05,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",AR,industrial feedstocks,refined liquids,refined liquids,0.124864,0.137872,0.610987,0.50644,0.512608,0.516092,0.533163,0.54475,0.552633,0.558727,0.576528,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",AR,intermediate generation,biomass (IGCC CCS) (dry cooling),biomass_int_IGCC_CCS,0,0,0,0,0,1.06E-04,4.81E-04,0.001133407,0.002076761,0.003365044,0.004506371,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV,date=2022-25-5T12:51:07-04:00",AR,intermediate generation,biomass (IGCC CCS) (recirculating),biomass_int_IGCC_CCS,0,0,0,0,0,1.09E-04,4.92E-04,0.001156028,0.002118302,0.003440184,0.004622829,0,0,0,MTC
