final energy consumption by sector and fuel,,,,,,,,,,,,,,,,,,
scenario,region,sector,input,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2065,2080,2095,Units
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",AK,trn_freight_road,gas,0,0,0,0,2.85E-04,7.41E-04,0.001291284,0.001861069,0.001931245,0.002062941,0.002320576,0,0,0,EJ
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",AK,trn_freight_road,refined liquids,0.05335304,0.05363972,0.05285395,0.04029216,0.03819214,0.0352989,0.030404141,0.024819623,0.022917705,0.019571495,0.017136053,0,0,0,EJ
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",AK,trn_pass,electricity,0,0,0,0,8.51E-07,1.67E-06,2.69E-06,3.74E-06,5.30E-06,7.34E-06,9.87E-06,0,0,0,EJ
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",AK,trn_pass,refined liquids,0.079783191,0.14678509,0.102608891,0.082120094,0.07747515,0.073104856,0.07301105,0.075322182,0.076694534,0.075971969,0.079441208,0,0,0,EJ
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",AK,trn_pass_road,electricity,0,0,0,0,3.69E-05,1.94E-04,3.06E-04,3.61E-04,3.49E-04,3.35E-04,3.22E-04,0,0,0,EJ
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",AK,trn_pass_road,gas,0,9.53E-05,1.28E-04,3.25E-05,1.25E-04,1.45E-04,1.42E-04,1.25E-04,1.31E-04,1.48E-04,1.68E-04,0,0,0,EJ
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",AK,trn_pass_road,refined liquids,0.00204595,0.00205694,0.00202676,0.00154511,0.002092254,0.0018109,0.001026565,5.77E-04,4.70E-04,4.33E-04,4.10E-04,0,0,0,EJ
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",AK,trn_pass_road_LDV,electricity,0,0,0,0,9.32E-06,2.29E-05,2.88E-05,3.14E-05,3.46E-05,3.88E-05,4.26E-05,0,0,0,EJ
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",AK,trn_pass_road_LDV,refined liquids,8.42E-05,1.02E-04,9.96E-05,1.01E-04,6.78E-05,2.86E-05,1.84E-05,1.97E-05,2.08E-05,2.15E-05,2.30E-05,0,0,0,EJ
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",AK,trn_pass_road_LDV_4W,electricity,0,0,0,0,9.42E-05,8.41E-04,0.002173679,0.003021664,0.003623212,0.003779825,0.003813439,0,0,0,EJ
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",AK,trn_pass_road_LDV_4W,gas,0,0,0,0,6.51E-05,1.33E-04,1.72E-04,1.95E-04,2.13E-04,2.17E-04,2.40E-04,0,0,0,EJ
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",AK,trn_pass_road_LDV_4W,hydrogen,0,0,0,0,0,1.78E-07,7.35E-07,1.77E-06,3.63E-06,6.33E-06,1.06E-05,0,0,0,EJ
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",AK,trn_pass_road_LDV_4W,refined liquids,0.023913097,0.029089497,0.028296497,0.028628397,0.025795694,0.020762145,0.013770551,0.008779663,0.005015931,0.004098026,0.003665381,0,0,0,EJ
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",AK,trn_shipping_intl,refined liquids,0.00119608,1.37E-04,3.79E-04,0,0,0,0,0,0,0,0,0,0,0,EJ
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",AL,CO2 removal,electricity,0,0,0,0,0,1.84E-07,5.43E-06,1.91E-04,0.004273516,0.039418948,0.082810997,0,0,0,EJ
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",AL,CO2 removal,process heat dac,0,0,0,0,0,8.12E-07,2.34E-05,7.94E-04,0.016688336,0.135865766,0.243718067,0,0,0,EJ
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",AL,cement,electricity,0.00108997,0.00149853,9.63E-04,9.63E-04,0.00105508,9.28E-04,9.61E-04,0.001001599,0.00105568,0.001094317,0.001183363,0,0,0,EJ
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",AL,comm cooking,electricity,5.63E-04,8.35E-04,0.001757459,5.78E-04,6.70E-04,7.63E-04,9.55E-04,0.00116396,0.001384922,0.001625423,0.001779091,0,0,0,EJ
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",AL,comm cooking,gas,0.001376605,0.002497933,0.0046597,0.002432786,0.002428846,0.002356141,0.002225142,0.001989543,0.001799701,0.001594878,0.001585208,0,0,0,EJ
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",AL,comm cooling,electricity,0.008943989,0.0131756,0.0146111,0.013948,0.014312019,0.014264141,0.014240092,0.014050073,0.013975481,0.013849605,0.014246241,0,0,0,EJ
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",AL,comm cooling,gas,1.80E-06,1.06E-04,6.17E-05,5.28E-05,5.30E-05,5.28E-05,5.22E-05,5.06E-05,4.92E-05,4.69E-05,4.77E-05,0,0,0,EJ
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",AL,comm heating,biomass,0.0013881,7.96E-04,8.78E-04,2.54E-04,2.55E-04,2.68E-04,2.90E-04,2.99E-04,2.70E-04,1.94E-04,1.50E-04,0,0,0,EJ
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",AL,comm heating,coal,0.00536679,3.55E-05,0,0,0,0,0,0,0,0,0,0,0,0,EJ
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",AL,comm heating,electricity,0.001094599,0.002387789,0.0015884,0.002426601,0.002723845,0.00293354,0.003347641,0.003871088,0.004481605,0.005427787,0.00580486,0,0,0,EJ
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",AL,comm heating,gas,0.0114329,0.0147304,0.0126861,0.0107046,0.010040075,0.00945434,0.008671032,0.007502577,0.006293988,0.004227955,0.004078028,0,0,0,EJ
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",AL,comm heating,refined liquids,0.00898989,0.00408219,0.0045607,0.0013784,0.001294414,0.00123392,0.001123342,9.45E-04,7.22E-04,3.34E-04,2.40E-04,0,0,0,EJ
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",AL,comm hot water,electricity,0.00233459,0.0016182,8.40E-04,0.00222131,0.002607027,0.002916142,0.003416954,0.003893025,0.004400723,0.004949054,0.005074909,0,0,0,EJ
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",AL,comm hot water,gas,0.00978096,0.0062625,0.00803478,0.00739814,0.007392698,0.007284376,0.007111891,0.006686927,0.006357575,0.005990497,0.006416782,0,0,0,EJ
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",AL,comm hot water,refined liquids,3.74E-04,3.46E-04,8.13E-04,0.00165051,0.001589607,0.001549146,0.001440843,0.001220695,9.08E-04,4.84E-04,3.22E-04,0,0,0,EJ
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",AL,comm lighting,electricity,0.0145393,0.0227669,0.01502,0.0172956,0.016525785,0.015320854,0.013542394,0.011013847,0.011071918,0.011270661,0.011593332,0,0,0,EJ
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",AL,comm non-building,electricity,0.0060541,0.0071041,0.0097965,0.0122117,0.0127467,0.0133146,0.0140044,0.014566,0.015144,0.0156445,0.0161266,0,0,0,EJ
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",AL,comm office,electricity,0.0029972,0.0044064,0.0078073,0.00555177,0.00531703,0.00561868,0.00598187,0.00627488,0.00657576,0.00683189,0.00707611,0,0,0,EJ
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",AL,comm other,electricity,0.0020787,0.009751,0.0118378,0.0150959,0.0167737,0.0172028,0.0172785,0.0164495,0.0164318,0.0173428,0.0175671,0,0,0,EJ
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",AL,comm other,gas,0.0011603,7.78E-04,5.71E-04,0.003663,0.00326069,0.00331438,0.00315075,0.00278916,0.00262404,0.00268481,0.00280079,0,0,0,EJ
"NEWdac_netzero_usa_global_ssp2_highEV_luc2050,date=2022-28-9T22:14:52+20:00",AL,comm other,refined liquids,0.0014214,0.0013871,0.0027614,0.0038463,0.00345307,0.00407593,0.00546687,0.00772369,0.00898436,0.00893774,0.00948738,0,0,0,EJ
