CO2 sequestration by tech,,,,,,,,,,,,,,,,,,,
scenario,region,sector,technology,subsector,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2065,2080,2095,Units
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS,date=2022-31-5T10:59:56-04:00",AR,base load generation,coal (conv pul CCS) (dry cooling),coal_base_conv pul_CCS,0,0,0,0,0,0.0081378,0.03498359,0.06302602,0.08532165,0.10490015,0.12134029,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS,date=2022-31-5T10:59:56-04:00",AR,base load generation,coal (conv pul CCS) (recirculating),coal_base_conv pul_CCS,0,0,0,0,0,0.0087017,0.03778212,0.06905173,0.09454224,0.11723214,0.13639122,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS,date=2022-31-5T10:59:56-04:00",AR,base load generation,gas (CC CCS) (recirculating),gas_base_CC_CCS,0,0,0,0,0,0.0189687,0.124053,0.2437126,0.3508789,0.4609395,0.5571052,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS,date=2022-31-5T10:59:56-04:00",AR,biomass liquids,FT biofuels CCS level 1,biomass liquids,0,0,0,0,0,0,0,0.0577442,0.4193823,0.5058902,0.6094176,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS,date=2022-31-5T10:59:56-04:00",AR,biomass liquids,FT biofuels CCS level 2,biomass liquids,0,0,0,0,0,0,0,0.0695366,0.5377861,0.6533446,0.7801676,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS,date=2022-31-5T10:59:56-04:00",AR,biomass liquids,cellulosic ethanol CCS level 1,biomass liquids,0,0,0,0,0,0,0,0.028055,0.1441585,0.1640226,0.1863848,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS,date=2022-31-5T10:59:56-04:00",AR,biomass liquids,cellulosic ethanol CCS level 2,biomass liquids,0,0,0,0,0,0,0,0.18555,1.423988,1.720921,2.026478,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS,date=2022-31-5T10:59:56-04:00",AR,cement,cement CCS,cement,0,0,0,0,0,0.0124083,0.0318761,0.0512803,0.0591447,0.0632151,0.0658252,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS,date=2022-31-5T10:59:56-04:00",AR,coal to liquids,coal to liquids CCS level 1,coal to liquids,0,0,0,0,0,0,0,5.38E-07,2.22E-06,1.80E-06,6.48E-06,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS,date=2022-31-5T10:59:56-04:00",AR,coal to liquids,coal to liquids CCS level 2,coal to liquids,0,0,0,0,0,0,0,5.44E-07,2.58E-06,2.62E-06,7.90E-06,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS,date=2022-31-5T10:59:56-04:00",AR,industrial feedstocks,refined liquids,refined liquids,0.124864,0.137872,0.610987,0.50644,0.512608,0.515973,0.532686,0.543314,0.548834,0.553427,0.568969,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS,date=2022-31-5T10:59:56-04:00",AR,intermediate generation,biomass (IGCC CCS) (dry cooling),biomass_int_IGCC_CCS,0,0,0,0,0,9.13E-05,4.06E-04,0.001043482,0.00192981,0.00308523,0.004138578,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS,date=2022-31-5T10:59:56-04:00",AR,intermediate generation,biomass (IGCC CCS) (recirculating),biomass_int_IGCC_CCS,0,0,0,0,0,9.40E-05,4.17E-04,0.001069287,0.001976637,0.003164657,0.004257542,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS,date=2022-31-5T10:59:56-04:00",AR,intermediate generation,biomass (conv CCS) (recirculating),biomass_int_conv_CCS,0,0,0,0,0,3.66E-04,0.001729041,0.004909237,0.009402957,0.014914587,0.019186197,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS,date=2022-31-5T10:59:56-04:00",AR,intermediate generation,coal (IGCC CCS) (dry cooling),coal_int_IGCC_CCS,0,0,0,0,0,0.00135618,0.00373339,0.00706772,0.0108596,0.01533566,0.02014623,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS,date=2022-31-5T10:59:56-04:00",AR,intermediate generation,coal (IGCC CCS) (recirculating),coal_int_IGCC_CCS,0,0,0,0,0,0.00142695,0.00396435,0.00750796,0.01154266,0.01632492,0.02148969,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS,date=2022-31-5T10:59:56-04:00",AR,intermediate generation,coal (conv pul CCS) (dry cooling),coal_int_conv pul_CCS,0,0,0,0,0,0.00181092,0.00467729,0.00857727,0.01284248,0.01765443,0.02263791,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS,date=2022-31-5T10:59:56-04:00",AR,intermediate generation,coal (conv pul CCS) (recirculating),coal_int_conv pul_CCS,0,0,0,0,0,0.00192272,0.0050265,0.00920352,0.01376357,0.01892905,0.02431048,0,0,0,MTC
