water withdrawals by tech,,,,,,,,,,,,,,,,,,,
scenario,region,sector,subsector,technology,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2065,2080,2095,Units
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS_luc2050,date=2022-28-9T22:14:52+20:00",MN,CO2 removal,dac,hightemp DAC NG,0,0,0,0,0,1.25E-08,3.87E-07,2.01E-05,5.90E-04,0.009628936,0.020686285,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS_luc2050,date=2022-28-9T22:14:52+20:00",MN,CO2 removal,dac,hightemp DAC elec,0,0,0,0,0,1.89E-10,5.36E-09,1.94E-07,6.68E-06,1.62E-04,3.54E-04,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS_luc2050,date=2022-28-9T22:14:52+20:00",MN,industry,industry,industry,0.212202,0.191452,0.184475,0.357801,0.373362,0.383907,0.399098,0.411121,0.424275,0.435472,0.451991,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS_luc2050,date=2022-28-9T22:14:52+20:00",MN,municipal water,municipal water,municipal water,0.943775,0.849016,0.857374,0.82542,0.857238,0.889066,0.919513,0.944954,0.971187,0.99552,1.01845,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS_luc2050,date=2022-28-9T22:14:52+20:00",MO,CO2 removal,dac,hightemp DAC NG,0,0,0,0,0,7.20E-08,2.17E-06,1.20E-04,0.003595434,0.05528125,0.114094321,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS_luc2050,date=2022-28-9T22:14:52+20:00",MO,CO2 removal,dac,hightemp DAC elec,0,0,0,0,0,8.14E-10,2.11E-08,8.91E-07,3.16E-05,6.72E-04,0.002001503,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS_luc2050,date=2022-28-9T22:14:52+20:00",MO,industry,industry,industry,0.117236,0.111821,0.0945101,0.117747,0.121595,0.123063,0.126914,0.130148,0.135053,0.139324,0.145204,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS_luc2050,date=2022-28-9T22:14:52+20:00",MO,municipal water,municipal water,municipal water,1.02106,1.23048,1.24082,1.18058,1.19098,1.22528,1.26792,1.30446,1.34174,1.37609,1.40828,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS_luc2050,date=2022-28-9T22:14:52+20:00",MS,CO2 removal,dac,hightemp DAC NG,0,0,0,0,0,1.34E-08,4.40E-07,2.51E-05,7.58E-04,0.012071509,0.026298768,0,0,0,km^3
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS_luc2050,date=2022-28-9T22:14:52+20:00",MS,CO2 removal,dac,hightemp DAC elec,0,0,0,0,0,0,2.86E-09,1.49E-07,4.87E-06,9.45E-05,2.01E-04,0,0,0,km^3
